regime_kind,regime,model,sharpe_net,sharpe_gross,mean_return,mean_ret_pct_pm,max_dd_pct,skew,kurt,n_months
decade,2020s,PCR,0.7638856468956066,1.1539933359705055,0.0030517147819277817,0.3051714781927782,3.56480469561767,-0.2912830610242695,0.01702719744909409,45
decade,2030s,PCR,1.404213264041429,1.7895044296503089,0.005652361702828015,0.5652361702828015,3.810149010189038,0.05398149047619008,-0.30888156993008,75
full,all,PLS,1.1890646122391118,1.5884074943837518,0.00459433236955569,0.45943323695556904,5.315514913094522,0.05105862090558501,-0.30509886255550756,120
nber,recession,PLS,,,,,,,,0
nber,expansion,PLS,1.1890646122391118,1.5884074943837518,0.00459433236955569,0.45943323695556904,5.315514913094522,0.05105862090558501,-0.30509886255550756,120
vix,low_vix,PLS,,,,,,,,0
vix,mid_vix,PLS,,,,,,,,0
vix,high_vix,PLS,,,,,,,,0
decade,2020s,PLS,1.0485450781734165,1.5070191844104093,0.003647064275461539,0.3647064275461539,4.3047879062419945,-0.3844334132087439,-0.31462125283454423,45
decade,2030s,PLS,1.268815652280847,1.6406221607129683,0.005162693226012182,0.5162693226012183,5.315514913094517,0.18157747783876374,-0.4439519521501345,75
full,all,GLM+H,1.525469725834055,1.8632468149969275,0.00708851558285408,0.708851558285408,5.149248519028633,-0.001482390950209982,0.2702778684695759,120
nber,recession,GLM+H,,,,,,,,0
nber,expansion,GLM+H,1.525469725834055,1.8632468149969275,0.00708851558285408,0.708851558285408,5.149248519028633,-0.001482390950209982,0.2702778684695759,120
vix,low_vix,GLM+H,,,,,,,,0
vix,mid_vix,GLM+H,,,,,,,,0
vix,high_vix,GLM+H,,,,,,,,0
decade,2020s,GLM+H,1.81285114295974,2.211143091963658,0.007156897346073259,0.7156897346073259,2.8428801650659854,0.6276990802344726,-0.008394539120272881,45
decade,2030s,GLM+H,1.4039969316315586,1.7167582636834178,0.007047486524922574,0.7047486524922574,5.149248519028649,-0.18240731935206508,0.15124580316420655,75
full,all,GBRT+H,1.732181379392999,2.0431335055981332,0.008676283530596669,0.8676283530596669,7.0796067677559416,-0.08672479850457697,-0.07020571598020586,120
nber,recession,GBRT+H,,,,,,,,0
nber,expansion,GBRT+H,1.732181379392999,2.0431335055981332,0.008676283530596669,0.8676283530596669,7.0796067677559416,-0.08672479850457697,-0.07020571598020586,120
vix,low_vix,GBRT+H,,,,,,,,0
vix,mid_vix,GBRT+H,,,,,,,,0
vix,high_vix,GBRT+H,,,,,,,,0
decade,2020s,GBRT+H,2.0138235886772002,2.323244240881572,0.010059269754510727,1.0059269754510727,3.830349377258476,-0.0887404681279989,-0.115119582989196,45
decade,2030s,GBRT+H,1.568718856847014,1.8813707047820694,0.007846491796248235,0.7846491796248235,7.0796067677559735,-0.08612463834655483,-0.043772073910617326,75
full,all,NN1,1.3370109559861272,1.7010260725410673,0.005762557272726373,0.5762557272726373,4.1772028880952625,0.3104467504852222,-0.06391973225904524,120
nber,recession,NN1,,,,,,,,0
nber,expansion,NN1,1.3370109559861272,1.7010260725410673,0.005762557272726373,0.5762557272726373,4.1772028880952625,0.3104467504852222,-0.06391973225904524,120
vix,low_vix,NN1,,,,,,,,0
vix,mid_vix,NN1,,,,,,,,0
vix,high_vix,NN1,,,,,,,,0
decade,2020s,NN1,0.7382556891535953,1.1867744614808864,0.002608692154036617,0.2608692154036617,3.6414868554406232,0.26372079866054277,-0.16698112795946596,45
decade,2030s,NN1,1.653406895360005,1.9899253196887388,0.0076548763439402276,0.7654876343940228,4.1772028880952785,0.18554533696002762,-0.24637829499848474,75
full,all,NN2,1.4600793569831647,1.7809729822542464,0.007127797366468302,0.7127797366468301,5.811717534435639,-0.20130666262128272,-0.09953054110940407,120
nber,recession,NN2,,,,,,,,0
nber,expansion,NN2,1.4600793569831647,1.7809729822542464,0.007127797366468302,0.7127797366468301,5.811717534435639,-0.20130666262128272,-0.09953054110940407,120
vix,low_vix,NN2,,,,,,,,0
vix,mid_vix,NN2,,,,,,,,0
vix,high_vix,NN2,,,,,,,,0
decade,2020s,NN2,1.3157603367323645,1.6763114406653206,0.005780297231247201,0.5780297231247201,2.8593772286021815,0.010160751844789097,-0.674188693678194,45
decade,2030s,NN2,1.5444248380773529,1.8472111512937854,0.007936297447600962,0.7936297447600962,5.81171753443563,-0.31647297716330364,0.0657914790643006,75
full,all,NN3,2.275985749482197,2.616759412148031,0.010337258273029648,1.0337258273029648,3.2670428656769905,0.01608202293410172,-0.30053463735249286,120
nber,recession,NN3,,,,,,,,0
nber,expansion,NN3,2.275985749482197,2.616759412148031,0.010337258273029648,1.0337258273029648,3.2670428656769905,0.01608202293410172,-0.30053463735249286,120
vix,low_vix,NN3,,,,,,,,0
vix,mid_vix,NN3,,,,,,,,0
vix,high_vix,NN3,,,,,,,,0
decade,2020s,NN3,2.183798170471785,2.5737472190186157,0.008830342577360126,0.8830342577360126,3.234851480352405,0.2815579708309207,-0.14281066875206294,45
decade,2030s,NN3,2.343284409595835,2.6623956766455668,0.011241407690431362,1.1241407690431362,3.267042865676982,-0.12630071313376415,-0.36973214913568153,75
full,all,NN4,2.049418324563615,2.433044346195464,0.008288095954050995,0.8288095954050995,3.146841936571735,-0.09771661620282131,-0.5210976020579077,120
nber,recession,NN4,,,,,,,,0
nber,expansion,NN4,2.049418324563615,2.433044346195464,0.008288095954050995,0.8288095954050995,3.146841936571735,-0.09771661620282131,-0.5210976020579077,120
vix,low_vix,NN4,,,,,,,,0
vix,mid_vix,NN4,,,,,,,,0
vix,high_vix,NN4,,,,,,,,0
decade,2020s,NN4,1.9293929953552906,2.2894080172762403,0.008296977026066738,0.8296977026066737,3.146841936571735,-0.1468194199451879,-0.5423927965186719,45
decade,2030s,NN4,2.1334666638496125,2.533756320519689,0.00828276731084155,0.828276731084155,3.034073513865302,-0.057273208650133356,-0.5495091858739602,75
full,all,ENS-AVG,2.17458608825173,2.5195291274540144,0.009773770855003432,0.9773770855003432,4.653531836432849,-0.14704091341339415,0.5185334134852675,120
nber,recession,ENS-AVG,,,,,,,,0
nber,expansion,ENS-AVG,2.17458608825173,2.5195291274540144,0.009773770855003432,0.9773770855003432,4.653531836432849,-0.14704091341339415,0.5185334134852675,120
vix,low_vix,ENS-AVG,,,,,,,,0
vix,mid_vix,ENS-AVG,,,,,,,,0
vix,high_vix,ENS-AVG,,,,,,,,0
decade,2020s,ENS-AVG,2.7653347877412258,3.1388946323172355,0.011308171224066941,1.130817122406694,2.4572006660046353,-0.08125755119425941,-0.3125996742258499,45
decade,2030s,ENS-AVG,1.8832232107654474,2.2148115502429415,0.008853130633565326,0.8853130633565326,4.653531836432843,-0.13256381635314088,0.7192727729105082,75
full,all,ENS-MSE,1.9522732657294888,2.2538868562572745,0.010101142839670306,1.0101142839670305,5.431667390451359,-0.07159271904647774,-0.1479730253896432,120
nber,recession,ENS-MSE,,,,,,,,0
nber,expansion,ENS-MSE,1.9522732657294888,2.2538868562572745,0.010101142839670306,1.0101142839670305,5.431667390451359,-0.07159271904647774,-0.1479730253896432,120
vix,low_vix,ENS-MSE,,,,,,,,0
vix,mid_vix,ENS-MSE,,,,,,,,0
vix,high_vix,ENS-MSE,,,,,,,,0
decade,2020s,ENS-MSE,2.3657309838562655,2.7489452580211577,0.009491189088126763,0.9491189088126764,2.4406328692692156,0.23149105722181748,-1.0208787406005497,45
decade,2030s,ENS-MSE,1.818075421293263,2.090341220671277,0.010467115090596432,1.0467115090596433,5.431667390451353,-0.15845237107459745,-0.28960814382258615,75
